"lon","lat","layer","trophic","ecoregion"
17.7,36.2,"pelagic","top predators",5
17.7,36.4,"pelagic","top predators",5
17.7,36.6,"pelagic","top predators",5
17.7,36.8,"pelagic","top predators",5
17.7,37,"pelagic","top predators",5
17.7,37.2,"pelagic","top predators",5
17.7,37.4,"pelagic","top predators",5
17.7,37.6,"pelagic","top predators",5
17.7,37.8,"pelagic","top predators",5
17.7,38,"pelagic","top predators",5
17.7,38.2,"pelagic","top predators",8
17.7,38.4,"pelagic","top predators",8
17.7,38.6,"pelagic","top predators",8
17.7,38.8,"pelagic","top predators",1
17.7,39,"pelagic","top predators",8
17.7,39.2,"pelagic","top predators",8
17.7,39.4,"pelagic","top predators",8
17.7,39.6,"pelagic","top predators",9
17.7,39.8,"pelagic","top predators",9
17.7,40,"pelagic","top predators",1
17.7,40.2,"pelagic","top predators",1
17.7,41,"pelagic","top predators",11
17.7,41.2,"pelagic","top predators",11
17.7,41.4,"pelagic","top predators",11
17.7,41.6,"pelagic","top predators",11
17.7,41.8,"pelagic","top predators",11
17.7,42,"pelagic","top predators",11
17.7,42.2,"pelagic","top predators",1
17.7,42.4,"pelagic","top predators",1
17.9,31.2,"pelagic","top predators",11
17.9,31.4,"pelagic","top predators",4
17.9,31.6,"pelagic","top predators",11
17.9,31.8,"pelagic","top predators",11
17.9,32,"pelagic","top predators",11
17.9,32.2,"pelagic","top predators",11
17.9,32.4,"pelagic","top predators",11
17.9,32.6,"pelagic","top predators",11
17.9,32.8,"pelagic","top predators",11
17.9,33,"pelagic","top predators",11
17.9,33.2,"pelagic","top predators",11
17.9,33.4,"pelagic","top predators",11
17.9,33.6,"pelagic","top predators",11
17.9,33.8,"pelagic","top predators",11
17.9,34,"pelagic","top predators",11
17.9,34.2,"pelagic","top predators",11
17.9,34.4,"pelagic","top predators",11
17.9,34.6,"pelagic","top predators",11
17.9,34.8,"pelagic","top predators",4
17.9,35,"pelagic","top predators",5
17.9,35.2,"pelagic","top predators",5
17.9,35.4,"pelagic","top predators",5
17.9,35.6,"pelagic","top predators",5
17.9,35.8,"pelagic","top predators",5
17.9,36,"pelagic","top predators",5
17.9,36.2,"pelagic","top predators",5
17.9,36.4,"pelagic","top predators",5
17.9,36.6,"pelagic","top predators",5
17.9,36.8,"pelagic","top predators",5
17.9,37,"pelagic","top predators",5
17.9,37.2,"pelagic","top predators",5
17.9,37.4,"pelagic","top predators",5
17.9,37.6,"pelagic","top predators",5
17.9,37.8,"pelagic","top predators",5
17.9,38,"pelagic","top predators",5
17.9,38.2,"pelagic","top predators",5
17.9,38.4,"pelagic","top predators",8
17.9,38.6,"pelagic","top predators",8
17.9,38.8,"pelagic","top predators",8
17.9,39,"pelagic","top predators",8
17.9,39.2,"pelagic","top predators",8
17.9,39.4,"pelagic","top predators",8
17.9,39.6,"pelagic","top predators",9
17.9,39.8,"pelagic","top predators",9
17.9,40.8,"pelagic","top predators",11
17.9,41,"pelagic","top predators",1
17.9,41.2,"pelagic","top predators",1
17.9,41.4,"pelagic","top predators",11
17.9,41.6,"pelagic","top predators",11
17.9,41.8,"pelagic","top predators",11
17.9,42,"pelagic","top predators",11
17.9,42.2,"pelagic","top predators",1
17.9,42.4,"pelagic","top predators",1
18.1,31,"pelagic","top predators",7
18.1,31.2,"pelagic","top predators",4
18.1,31.4,"pelagic","top predators",11
18.1,31.6,"pelagic","top predators",11
18.1,31.8,"pelagic","top predators",11
18.1,32,"pelagic","top predators",11
18.1,32.2,"pelagic","top predators",11
18.1,32.4,"pelagic","top predators",11
18.1,32.6,"pelagic","top predators",11
18.1,32.8,"pelagic","top predators",11
18.1,33,"pelagic","top predators",11
18.1,33.2,"pelagic","top predators",11
18.1,33.4,"pelagic","top predators",11
18.1,33.6,"pelagic","top predators",11
18.1,33.8,"pelagic","top predators",11
18.1,34,"pelagic","top predators",11
18.1,34.2,"pelagic","top predators",11
18.1,34.4,"pelagic","top predators",11
18.1,34.6,"pelagic","top predators",11
18.1,34.8,"pelagic","top predators",4
18.1,35,"pelagic","top predators",4
18.1,35.2,"pelagic","top predators",5
18.1,35.4,"pelagic","top predators",5
18.1,35.6,"pelagic","top predators",5
18.1,35.8,"pelagic","top predators",5
18.1,36,"pelagic","top predators",5
18.1,36.2,"pelagic","top predators",5
18.1,36.4,"pelagic","top predators",5
18.1,36.6,"pelagic","top predators",5
18.1,36.8,"pelagic","top predators",5
18.1,37,"pelagic","top predators",5
18.1,37.2,"pelagic","top predators",5
18.1,37.4,"pelagic","top predators",5
18.1,37.6,"pelagic","top predators",5
18.1,37.8,"pelagic","top predators",5
18.1,38,"pelagic","top predators",5
18.1,38.2,"pelagic","top predators",5
18.1,38.4,"pelagic","top predators",8
18.1,38.6,"pelagic","top predators",8
18.1,38.8,"pelagic","top predators",8
18.1,39,"pelagic","top predators",8
18.1,39.2,"pelagic","top predators",8
18.1,39.4,"pelagic","top predators",8
18.1,39.6,"pelagic","top predators",9
18.1,40.8,"pelagic","top predators",1
18.1,41,"pelagic","top predators",1
18.1,41.2,"pelagic","top predators",1
18.1,41.4,"pelagic","top predators",11
18.1,41.6,"pelagic","top predators",11
18.1,41.8,"pelagic","top predators",11
18.1,42,"pelagic","top predators",11
18.1,42.2,"pelagic","top predators",1
18.1,42.4,"pelagic","top predators",1
18.3,31,"pelagic","top predators",1
18.3,31.2,"pelagic","top predators",4
18.3,31.4,"pelagic","top predators",11
18.3,31.6,"pelagic","top predators",11
18.3,31.8,"pelagic","top predators",11
18.3,32,"pelagic","top predators",11
18.3,32.2,"pelagic","top predators",11
18.3,32.4,"pelagic","top predators",11
18.3,32.6,"pelagic","top predators",11
18.3,32.8,"pelagic","top predators",11
18.3,33,"pelagic","top predators",11
18.3,33.2,"pelagic","top predators",11
18.3,33.4,"pelagic","top predators",11
18.3,33.6,"pelagic","top predators",11
18.3,33.8,"pelagic","top predators",11
18.3,34,"pelagic","top predators",11
18.3,34.2,"pelagic","top predators",11
18.3,34.4,"pelagic","top predators",11
18.3,34.6,"pelagic","top predators",11
18.3,34.8,"pelagic","top predators",4
18.3,35,"pelagic","top predators",5
18.3,35.2,"pelagic","top predators",5
18.3,35.4,"pelagic","top predators",5
18.3,35.6,"pelagic","top predators",5
18.3,35.8,"pelagic","top predators",5
18.3,36,"pelagic","top predators",5
18.3,36.2,"pelagic","top predators",5
18.3,36.4,"pelagic","top predators",5
18.3,36.6,"pelagic","top predators",5
18.3,36.8,"pelagic","top predators",5
18.3,37,"pelagic","top predators",5
18.3,37.2,"pelagic","top predators",5
18.3,37.4,"pelagic","top predators",5
18.3,37.6,"pelagic","top predators",5
18.3,37.8,"pelagic","top predators",5
18.3,38,"pelagic","top predators",5
18.3,38.2,"pelagic","top predators",5
18.3,38.4,"pelagic","top predators",5
18.3,38.6,"pelagic","top predators",8
18.3,38.8,"pelagic","top predators",8
18.3,39,"pelagic","top predators",8
18.3,39.2,"pelagic","top predators",8
18.3,39.4,"pelagic","top predators",8
18.3,39.6,"pelagic","top predators",9
18.3,40.6,"pelagic","top predators",3
18.3,40.8,"pelagic","top predators",1
18.3,41,"pelagic","top predators",1
18.3,41.2,"pelagic","top predators",1
18.3,41.4,"pelagic","top predators",11
18.3,41.6,"pelagic","top predators",11
18.3,41.8,"pelagic","top predators",11
18.3,42,"pelagic","top predators",11
18.3,42.2,"pelagic","top predators",11
18.3,42.4,"pelagic","top predators",1
18.5,30.8,"pelagic","top predators",1
18.5,31,"pelagic","top predators",7
18.5,31.2,"pelagic","top predators",11
18.5,31.4,"pelagic","top predators",11
18.5,31.6,"pelagic","top predators",11
18.5,31.8,"pelagic","top predators",11
18.5,32,"pelagic","top predators",11
18.5,32.2,"pelagic","top predators",11
18.5,32.4,"pelagic","top predators",11
18.5,32.6,"pelagic","top predators",11
18.5,32.8,"pelagic","top predators",11
18.5,33,"pelagic","top predators",11
18.5,33.2,"pelagic","top predators",11
18.5,33.4,"pelagic","top predators",11
18.5,33.6,"pelagic","top predators",11
18.5,33.8,"pelagic","top predators",11
18.5,34,"pelagic","top predators",11
18.5,34.2,"pelagic","top predators",11
18.5,34.4,"pelagic","top predators",11
18.5,34.6,"pelagic","top predators",11
18.5,34.8,"pelagic","top predators",4
18.5,35,"pelagic","top predators",5
18.5,35.2,"pelagic","top predators",5
18.5,35.4,"pelagic","top predators",5
18.5,35.6,"pelagic","top predators",5
18.5,35.8,"pelagic","top predators",5
18.5,36,"pelagic","top predators",5
18.5,36.2,"pelagic","top predators",5
18.5,36.4,"pelagic","top predators",5
18.5,36.6,"pelagic","top predators",5
18.5,36.8,"pelagic","top predators",5
18.5,37,"pelagic","top predators",5
18.5,37.2,"pelagic","top predators",5
18.5,37.4,"pelagic","top predators",5
18.5,37.6,"pelagic","top predators",5
18.5,37.8,"pelagic","top predators",5
18.5,38,"pelagic","top predators",5
18.5,38.2,"pelagic","top predators",5
18.5,38.4,"pelagic","top predators",5
18.5,38.6,"pelagic","top predators",8
18.5,38.8,"pelagic","top predators",8
18.5,39,"pelagic","top predators",8
18.5,39.2,"pelagic","top predators",8
18.5,39.4,"pelagic","top predators",8
18.5,39.6,"pelagic","top predators",8
18.5,39.8,"pelagic","top predators",9
18.5,40.4,"pelagic","top predators",1
18.5,40.6,"pelagic","top predators",1
18.5,40.8,"pelagic","top predators",1
18.5,41,"pelagic","top predators",1
18.5,41.2,"pelagic","top predators",1
18.5,41.4,"pelagic","top predators",11
18.5,41.6,"pelagic","top predators",11
18.5,41.8,"pelagic","top predators",11
18.5,42,"pelagic","top predators",11
18.5,42.2,"pelagic","top predators",11
18.7,30.6,"pelagic","top predators",1
18.7,30.8,"pelagic","top predators",7
18.7,31,"pelagic","top predators",7
18.7,31.2,"pelagic","top predators",11
18.7,31.4,"pelagic","top predators",11
18.7,31.6,"pelagic","top predators",11
18.7,31.8,"pelagic","top predators",11
18.7,32,"pelagic","top predators",11
18.7,32.2,"pelagic","top predators",11
18.7,32.4,"pelagic","top predators",11
18.7,32.6,"pelagic","top predators",11
18.7,32.8,"pelagic","top predators",11
18.7,33,"pelagic","top predators",11
18.7,33.2,"pelagic","top predators",11
18.7,33.4,"pelagic","top predators",11
18.7,33.6,"pelagic","top predators",11
18.7,33.8,"pelagic","top predators",11
18.7,34,"pelagic","top predators",11
18.7,34.2,"pelagic","top predators",11
18.7,34.4,"pelagic","top predators",11
18.7,34.6,"pelagic","top predators",11
18.7,34.8,"pelagic","top predators",4
18.7,35,"pelagic","top predators",5
18.7,35.2,"pelagic","top predators",5
18.7,35.4,"pelagic","top predators",5
18.7,35.6,"pelagic","top predators",5
18.7,35.8,"pelagic","top predators",5
18.7,36,"pelagic","top predators",5
18.7,36.2,"pelagic","top predators",5
18.7,36.4,"pelagic","top predators",5
18.7,36.6,"pelagic","top predators",5
18.7,36.8,"pelagic","top predators",5
18.7,37,"pelagic","top predators",5
18.7,37.2,"pelagic","top predators",5
18.7,37.4,"pelagic","top predators",5
18.7,37.6,"pelagic","top predators",5
18.7,37.8,"pelagic","top predators",5
18.7,38,"pelagic","top predators",5
18.7,38.2,"pelagic","top predators",5
18.7,38.4,"pelagic","top predators",5
18.7,38.6,"pelagic","top predators",5
18.7,38.8,"pelagic","top predators",8
18.7,39,"pelagic","top predators",8
18.7,39.2,"pelagic","top predators",8
18.7,39.4,"pelagic","top predators",8
18.7,39.6,"pelagic","top predators",1
18.7,39.8,"pelagic","top predators",9
18.7,40,"pelagic","top predators",9
18.7,40.2,"pelagic","top predators",9
18.7,40.4,"pelagic","top predators",9
18.7,40.6,"pelagic","top predators",9
18.7,40.8,"pelagic","top predators",1
18.7,41,"pelagic","top predators",1
18.7,41.2,"pelagic","top predators",11
18.7,41.4,"pelagic","top predators",11
18.7,41.6,"pelagic","top predators",11
18.7,41.8,"pelagic","top predators",11
18.7,42,"pelagic","top predators",11
18.7,42.2,"pelagic","top predators",11
18.9,30.6,"pelagic","top predators",7
18.9,30.8,"pelagic","top predators",7
18.9,31,"pelagic","top predators",11
18.9,31.2,"pelagic","top predators",11
18.9,31.4,"pelagic","top predators",11
18.9,31.6,"pelagic","top predators",11
18.9,31.8,"pelagic","top predators",11
18.9,32,"pelagic","top predators",11
18.9,32.2,"pelagic","top predators",11
18.9,32.4,"pelagic","top predators",11
18.9,32.6,"pelagic","top predators",11
18.9,32.8,"pelagic","top predators",11
18.9,33,"pelagic","top predators",11
18.9,33.2,"pelagic","top predators",11
18.9,33.4,"pelagic","top predators",11
18.9,33.6,"pelagic","top predators",11
18.9,33.8,"pelagic","top predators",11
18.9,34,"pelagic","top predators",11
18.9,34.2,"pelagic","top predators",11
18.9,34.4,"pelagic","top predators",11
18.9,34.6,"pelagic","top predators",11
18.9,34.8,"pelagic","top predators",11
18.9,35,"pelagic","top predators",5
18.9,35.2,"pelagic","top predators",5
18.9,35.4,"pelagic","top predators",5
18.9,35.6,"pelagic","top predators",5
18.9,35.8,"pelagic","top predators",5
18.9,36,"pelagic","top predators",5
18.9,36.2,"pelagic","top predators",5
18.9,36.4,"pelagic","top predators",5
18.9,36.6,"pelagic","top predators",5
18.9,36.8,"pelagic","top predators",5
18.9,37,"pelagic","top predators",5
18.9,37.2,"pelagic","top predators",5
18.9,37.4,"pelagic","top predators",5
18.9,37.6,"pelagic","top predators",5
18.9,37.8,"pelagic","top predators",5
18.9,38,"pelagic","top predators",5
18.9,38.2,"pelagic","top predators",5
18.9,38.4,"pelagic","top predators",5
18.9,38.6,"pelagic","top predators",5
18.9,38.8,"pelagic","top predators",8
18.9,39,"pelagic","top predators",8
18.9,39.2,"pelagic","top predators",8
18.9,39.4,"pelagic","top predators",8
18.9,39.6,"pelagic","top predators",8
18.9,39.8,"pelagic","top predators",9
18.9,40,"pelagic","top predators",9
18.9,40.2,"pelagic","top predators",9
18.9,40.4,"pelagic","top predators",9
18.9,40.6,"pelagic","top predators",9
18.9,40.8,"pelagic","top predators",1
18.9,41,"pelagic","top predators",1
18.9,41.2,"pelagic","top predators",1
18.9,41.4,"pelagic","top predators",11
18.9,41.6,"pelagic","top predators",11
18.9,41.8,"pelagic","top predators",11
18.9,42,"pelagic","top predators",3
19.1,30.4,"pelagic","top predators",7
19.1,30.6,"pelagic","top predators",7
19.1,30.8,"pelagic","top predators",7
19.1,31,"pelagic","top predators",11
19.1,31.2,"pelagic","top predators",11
19.1,31.4,"pelagic","top predators",11
19.1,31.6,"pelagic","top predators",11
19.1,31.8,"pelagic","top predators",11
19.1,32,"pelagic","top predators",11
19.1,32.2,"pelagic","top predators",11
19.1,32.4,"pelagic","top predators",11
19.1,32.6,"pelagic","top predators",11
19.1,32.8,"pelagic","top predators",11
19.1,33,"pelagic","top predators",11
19.1,33.2,"pelagic","top predators",11
19.1,33.4,"pelagic","top predators",11
19.1,33.6,"pelagic","top predators",11
19.1,33.8,"pelagic","top predators",11
19.1,34,"pelagic","top predators",11
19.1,34.2,"pelagic","top predators",11
19.1,34.4,"pelagic","top predators",11
19.1,34.6,"pelagic","top predators",11
19.1,34.8,"pelagic","top predators",11
19.1,35,"pelagic","top predators",5
19.1,35.2,"pelagic","top predators",5
19.1,35.4,"pelagic","top predators",5
19.1,35.6,"pelagic","top predators",5
19.1,35.8,"pelagic","top predators",5
19.1,36,"pelagic","top predators",5
19.1,36.2,"pelagic","top predators",5
19.1,36.4,"pelagic","top predators",5
19.1,36.6,"pelagic","top predators",5
19.1,36.8,"pelagic","top predators",5
19.1,37,"pelagic","top predators",5
19.1,37.2,"pelagic","top predators",5
19.1,37.4,"pelagic","top predators",5
19.1,37.6,"pelagic","top predators",5
19.1,37.8,"pelagic","top predators",5
19.1,38,"pelagic","top predators",5
19.1,38.2,"pelagic","top predators",5
19.1,38.4,"pelagic","top predators",5
19.1,38.6,"pelagic","top predators",8
19.1,38.8,"pelagic","top predators",8
19.1,39,"pelagic","top predators",8
19.1,39.2,"pelagic","top predators",8
19.1,39.4,"pelagic","top predators",8
19.1,39.6,"pelagic","top predators",8
19.1,39.8,"pelagic","top predators",8
19.1,40,"pelagic","top predators",9
19.1,40.2,"pelagic","top predators",9
19.1,40.4,"pelagic","top predators",9
19.1,40.6,"pelagic","top predators",11
19.1,40.8,"pelagic","top predators",11
19.1,41,"pelagic","top predators",11
19.1,41.2,"pelagic","top predators",3
19.1,41.4,"pelagic","top predators",11
19.1,41.6,"pelagic","top predators",11
19.1,41.8,"pelagic","top predators",3
19.3,30.4,"pelagic","top predators",2
19.3,30.6,"pelagic","top predators",7
19.3,30.8,"pelagic","top predators",7
19.3,31,"pelagic","top predators",11
19.3,31.2,"pelagic","top predators",11
19.3,31.4,"pelagic","top predators",11
19.3,31.6,"pelagic","top predators",11
19.3,31.8,"pelagic","top predators",7
19.3,32,"pelagic","top predators",11
19.3,32.2,"pelagic","top predators",11
19.3,32.4,"pelagic","top predators",11
19.3,32.6,"pelagic","top predators",11
19.3,32.8,"pelagic","top predators",11
19.3,33,"pelagic","top predators",11
19.3,33.2,"pelagic","top predators",11
19.3,33.4,"pelagic","top predators",11
19.3,33.6,"pelagic","top predators",11
19.3,33.8,"pelagic","top predators",11
19.3,34,"pelagic","top predators",11
19.3,34.2,"pelagic","top predators",11
19.3,34.4,"pelagic","top predators",11
19.3,34.6,"pelagic","top predators",11
19.3,34.8,"pelagic","top predators",11
19.3,35,"pelagic","top predators",5
19.3,35.2,"pelagic","top predators",5
19.3,35.4,"pelagic","top predators",5
19.3,35.6,"pelagic","top predators",5
19.3,35.8,"pelagic","top predators",5
19.3,36,"pelagic","top predators",5
19.3,36.2,"pelagic","top predators",5
19.3,36.4,"pelagic","top predators",5
19.3,36.6,"pelagic","top predators",5
19.3,36.8,"pelagic","top predators",5
19.3,37,"pelagic","top predators",5
19.3,37.2,"pelagic","top predators",5
19.3,37.4,"pelagic","top predators",5
19.3,37.6,"pelagic","top predators",5
19.3,37.8,"pelagic","top predators",5
19.3,38,"pelagic","top predators",5
19.3,38.2,"pelagic","top predators",5
19.3,38.4,"pelagic","top predators",5
19.3,38.6,"pelagic","top predators",8
19.3,38.8,"pelagic","top predators",8
19.3,39,"pelagic","top predators",8
19.3,39.2,"pelagic","top predators",8
19.3,39.4,"pelagic","top predators",8
19.3,39.6,"pelagic","top predators",8
19.3,39.8,"pelagic","top predators",9
19.3,40,"pelagic","top predators",9
19.3,40.2,"pelagic","top predators",9
19.3,41,"pelagic","top predators",3
19.3,41.2,"pelagic","top predators",3
19.3,41.6,"pelagic","top predators",3
19.5,30.6,"pelagic","top predators",7
19.5,30.8,"pelagic","top predators",7
